,Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
82,1100.0,1.0,2.0,2.0,29.0,0.0,74.0,1200.0,0.0,40.0,1196.0,0.0,68.0,1142.0,0.0,994.0,-9.0,-1.0,140.0,957.0,0.0,120.0,1066.0,0.0
83,4400.0,2.0,2.0,2.0,27.0,0.0,160.0,3258.0,0.0,160.0,3330.0,0.0,136.0,3398.0,0.0,136.0,3442.0,0.0,280.0,3522.0,0.0,138.0,3736.0,0.0
84,12000.0,1.0,2.0,2.0,30.0,-1.0,3143.0,3451.0,-1.0,1936.0,3127.0,-1.0,542.0,1927.0,-1.0,206.0,538.0,-1.0,228.0,205.0,-1.0,541.0,227.0,0.0
85,11900.0,1.0,1.0,2.0,29.0,-1.0,0.0,175.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
86,10500.0,1.0,2.0,2.0,32.0,0.0,0.0,2423.0,0.0,0.0,-3.0,-2.0,22.0,-3.0,-1.0,182.0,18.0,-1.0,6640.0,-318.0,-1.0,240.0,6264.0,0.0
87,6300.0,2.0,2.0,1.0,31.0,0.0,0.0,2056.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
88,11300.0,2.0,1.0,2.0,34.0,-1.0,283.0,165.0,-1.0,522.0,280.0,-1.0,0.0,519.0,-1.0,57.0,0.0,-1.0,226.0,56.0,-1.0,242.0,226.0,0.0
89,2100.0,2.0,3.0,1.0,27.0,2.0,1089.0,451.0,0.0,70.0,1506.0,0.0,116.0,1540.0,0.0,0.0,1626.0,2.0,51.0,1589.0,0.0,33.0,1426.0,1.0
90,700.0,1.0,3.0,1.0,42.0,0.0,46.0,326.0,0.0,80.0,360.0,0.0,80.0,434.0,0.0,40.0,507.0,0.0,32.0,526.0,0.0,40.0,550.0,0.0
91,15700.0,2.0,2.0,1.0,31.0,-1.0,186.0,330.0,-1.0,307.0,184.0,-1.0,118.0,304.0,-1.0,3499.0,118.0,-1.0,146.0,3472.0,-1.0,311.0,145.0,0.0
92,8800.0,1.0,1.0,2.0,38.0,0.0,52.0,1374.0,0.0,80.0,1403.0,0.0,80.0,1294.0,0.0,1200.0,1263.0,0.0,120.0,2051.0,0.0,80.0,2144.0,0.0
93,5100.0,1.0,2.0,1.0,39.0,0.0,100.0,1040.0,0.0,132.0,1122.0,0.0,0.0,1236.0,2.0,103.0,1204.0,2.0,0.0,1287.0,2.0,129.0,1261.0,1.0
94,6500.0,2.0,2.0,1.0,36.0,-1.0,200.0,2477.0,0.0,120.0,2637.0,0.0,240.0,2689.0,0.0,240.0,2864.0,0.0,400.0,3020.0,0.0,200.0,3357.0,0.0
95,6300.0,1.0,2.0,1.0,25.0,0.0,174.0,4481.0,0.0,161.0,3432.0,0.0,88.0,2684.0,0.0,160.0,1207.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0
96,11700.0,1.0,2.0,2.0,27.0,0.0,129.0,3954.0,0.0,124.0,3586.0,0.0,6402.0,2018.0,0.0,198.0,7747.0,0.0,208.0,7523.0,0.0,183.0,6484.0,0.0
97,2900.0,2.0,3.0,1.0,51.0,-2.0,42.0,1094.0,-2.0,754.0,-42.0,-1.0,26.0,703.0,0.0,27.0,717.0,0.0,27.0,732.0,0.0,28.0,746.0,0.0
98,7500.0,1.0,2.0,2.0,28.0,0.0,297.0,6210.0,0.0,276.0,5447.0,0.0,204.0,5561.0,0.0,400.0,5601.0,0.0,220.0,5855.0,0.0,268.0,5958.0,0.0
99,15700.0,2.0,1.0,2.0,29.0,0.0,172.0,3445.0,0.0,137.0,3565.0,0.0,134.0,3612.0,0.0,139.0,3690.0,0.0,200.0,3767.0,0.0,400.0,3902.0,0.0
100,500.0,1.0,1.0,2.0,23.0,-1.0,0.0,31.0,2.0,16.0,16.0,-1.0,0.0,16.0,-1.0,31.0,0.0,-1.0,0.0,31.0,-1.0,0.0,0.0,1.0
101,2900.0,2.0,2.0,1.0,26.0,2.0,144.0,1031.0,2.0,0.0,1158.0,2.0,41.0,1127.0,0.0,96.0,1138.0,0.0,48.0,1215.0,2.0,0.0,1237.0,1.0
102,9600.0,1.0,1.0,1.0,58.0,2.0,280.0,7377.0,0.0,247.0,7543.0,0.0,240.0,7680.0,0.0,238.0,7415.0,0.0,211.0,7183.0,0.0,7702.0,3712.0,1.0
103,900.0,2.0,2.0,1.0,27.0,0.0,52.0,707.0,0.0,51.0,669.0,0.0,72.0,708.0,0.0,0.0,769.0,2.0,40.0,752.0,0.0,40.0,773.0,1.0
104,3200.0,2.0,1.0,2.0,28.0,0.0,0.0,172.0,0.0,0.0,0.0,-2.0,115.0,0.0,-1.0,74.0,115.0,-1.0,40.0,74.0,0.0,80.0,114.0,0.0
105,3600.0,1.0,2.0,1.0,56.0,0.0,144.0,3749.0,0.0,204.0,3433.0,0.0,88.0,3560.0,0.0,88.0,2031.0,0.0,78.0,2037.0,0.0,88.0,1949.0,0.0
106,3200.0,2.0,1.0,2.0,26.0,0.0,120.0,1527.0,0.0,80.0,1622.0,2.0,40.0,1663.0,2.0,100.0,1664.0,2.0,40.0,1731.0,2.0,80.0,1736.0,1.0
107,2100.0,1.0,2.0,1.0,34.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,93.0,0.0,-1.0,0.0,118.0,0.0
108,800.0,2.0,1.0,2.0,21.0,-1.0,11.0,308.0,-1.0,56.0,11.0,-1.0,422.0,56.0,-1.0,0.0,422.0,0.0,384.0,380.0,-1.0,20.0,384.0,1.0
109,1900.0,2.0,1.0,1.0,23.0,-1.0,120.0,234.0,0.0,108.0,349.0,0.0,317.0,400.0,0.0,0.0,717.0,0.0,6.0,272.0,-1.0,8.0,6.0,0.0
110,20100.0,1.0,2.0,1.0,39.0,1.0,0.0,3666.0,2.0,180.0,3539.0,0.0,288.0,3608.0,0.0,0.0,3785.0,2.0,136.0,3705.0,0.0,92.0,3239.0,0.0
111,2100.0,1.0,2.0,2.0,28.0,2.0,0.0,1723.0,2.0,64.0,1677.0,0.0,68.0,1536.0,0.0,41.0,1226.0,0.0,100.0,1239.0,0.0,0.0,1220.0,1.0
112,13600.0,2.0,1.0,2.0,25.0,1.0,105.0,688.0,2.0,54.0,770.0,2.0,21.0,800.0,2.0,1.0,789.0,2.0,9.0,762.0,0.0,56.0,469.0,0.0
113,2100.0,1.0,2.0,1.0,52.0,0.0,92.0,1857.0,0.0,80.0,1652.0,0.0,40.0,1610.0,0.0,40.0,611.0,0.0,40.0,569.0,0.0,40.0,600.0,0.0
114,5100.0,2.0,2.0,1.0,33.0,1.0,216.0,0.0,-1.0,200.0,216.0,0.0,140.0,411.0,0.0,20.0,543.0,0.0,40.0,555.0,0.0,80.0,585.0,0.0
115,700.0,1.0,2.0,2.0,42.0,0.0,51.0,629.0,0.0,64.0,669.0,0.0,52.0,722.0,0.0,27.0,750.0,0.0,34.0,765.0,0.0,35.0,787.0,0.0
116,6000.0,2.0,2.0,2.0,51.0,0.0,47.0,529.0,-1.0,0.0,47.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,1430.0,0.0,-1.0,58.0,1430.0,0.0
117,7300.0,1.0,2.0,2.0,40.0,0.0,134.0,1179.0,0.0,0.0,1294.0,2.0,80.0,1261.0,0.0,49.0,1320.0,0.0,49.0,1347.0,0.0,108.0,1374.0,0.0
118,20000.0,2.0,1.0,1.0,33.0,-1.0,395.0,86.0,-1.0,163.0,395.0,-1.0,120.0,162.0,-1.0,120.0,120.0,-1.0,323.0,120.0,-1.0,240.0,323.0,0.0
119,4000.0,2.0,1.0,2.0,26.0,1.0,80.0,0.0,-1.0,36.0,40.0,-1.0,32.0,36.0,-1.0,0.0,28.0,-1.0,92.0,-12.0,-1.0,74.0,40.0,0.0
120,13200.0,2.0,2.0,1.0,40.0,1.0,0.0,11595.0,2.0,888.0,11355.0,2.0,480.0,12051.0,2.0,480.0,12270.0,2.0,39.0,12548.0,2.0,940.0,12378.0,0.0
121,1900.0,1.0,1.0,2.0,64.0,0.0,55.0,1854.0,0.0,47.0,802.0,0.0,21.0,749.0,0.0,40.0,714.0,0.0,19.0,584.0,0.0,17.0,453.0,0.0
122,12100.0,2.0,1.0,2.0,32.0,1.0,0.0,0.0,-2.0,494.0,0.0,-1.0,0.0,494.0,0.0,210.0,257.0,-1.0,280.0,210.0,-1.0,0.0,483.0,0.0
123,3100.0,2.0,1.0,2.0,22.0,0.0,64.0,351.0,0.0,0.0,191.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
124,2000.0,1.0,2.0,2.0,22.0,0.0,80.0,1119.0,0.0,80.0,1149.0,0.0,41.0,1175.0,0.0,40.0,1166.0,0.0,280.0,1001.0,0.0,40.0,1184.0,0.0
125,1900.0,1.0,2.0,2.0,41.0,0.0,400.0,1712.0,0.0,841.0,1287.0,0.0,60.0,1944.0,0.0,120.0,301.0,0.0,48.0,373.0,0.0,316.0,-7.0,0.0
126,2100.0,2.0,2.0,2.0,25.0,-2.0,0.0,0.0,-2.0,1484.0,0.0,-1.0,52.0,1484.0,2.0,0.0,1501.0,2.0,60.0,1465.0,0.0,56.0,1501.0,0.0
127,5700.0,1.0,1.0,1.0,57.0,2.0,0.0,4346.0,2.0,439.0,4220.0,2.0,152.0,4527.0,2.0,190.0,4545.0,2.0,77.0,4656.0,3.0,333.0,4633.0,1.0
128,14400.0,2.0,1.0,2.0,33.0,0.0,245.0,6689.0,0.0,292.0,6674.0,0.0,245.0,5996.0,0.0,180.0,5524.0,0.0,187.0,5525.0,0.0,162.0,5613.0,0.0
129,11300.0,1.0,1.0,2.0,33.0,-1.0,0.0,86.0,-1.0,0.0,0.0,-2.0,233.0,0.0,-1.0,117.0,233.0,-1.0,1694.0,116.0,-1.0,97.0,1685.0,1.0
130,8000.0,2.0,1.0,2.0,27.0,1.0,336.0,2232.0,-1.0,197.0,334.0,-1.0,204.0,196.0,-1.0,782.0,203.0,-1.0,0.0,779.0,-1.0,5.0,0.0,0.0
